business_name,inspection_score,Year,NumberofLocations,Weekend
WESTMARK - SOLSTICE CAFE,84,2005,47,FALSE
ALPINE DINER & BAKERY,91,2007,61,FALSE
SORRENTO'S,90,2016,52,FALSE
KLATT ELEMENTARY SCHOOL,100,2005,38,FALSE
PHO & THAI CUISINE,75,2016,49,FALSE
CREEKSIDE ELEMENTARY SCHOOL,99,2017,39,FALSE
MILLENIUM HOTEL - FLYING MACHINE,89,2009,123,FALSE
UAA ALASKA AIRLINES CENTER CONCESSIONS KITCHEN 2,100,2018,6,FALSE
HARD ROCK CAFE - BAR 1 LOWER LEVEL,99,2016,4,FALSE
CAPTAIN COOK - FLETCHER'S,88,2007,31,FALSE
COLLEGE GATE ELEMENTARY SCHOOL,100,2007,38,FALSE
CAFE AMSTERDAM,100,2007,49,FALSE
FAIRVIEW ELEMENTARY SCHOOL,100,2003,38,FALSE
TOFU HOUSE RESTAURANT,82,2017,28,FALSE
HOLIDAY STATIONSTORE #630 SNACKBAR,95,2005,30,FALSE
MULDOON PIZZA,91,2006,63,TRUE
GLADYS WOOD SCHOOL,100,2017,38,FALSE
CAMP FIRE - ALPENGLOW,100,2009,36,FALSE
YES INTERNATIONAL BISTRO,83,2016,40,FALSE
O'MALLEY ON THE GREEN - SNACK BAR,99,2001,25,FALSE
TACO BELL #18131,92,2003,45,FALSE
BIG BOY EXPRESS MARKET,83,2008,133,FALSE
"CACHE STORE 1, LLC- SNACK BAR",92,2016,10,FALSE
UAA ALASKA AIRLINES CONCESSION KITCHEN #1,99,2015,7,FALSE
INLET VIEW ELEMENTARY SCHOOL,95,2004,38,FALSE
GOVERNMENT HILL ELEM SCHOOL,99,2015,36,FALSE
ASIA GARDEN,97,2004,119,FALSE
NAPOLI'S PIZZA,90,2006,77,FALSE
PITA PIT,97,2016,15,FALSE
CARRS #1813 - CHINESE KITCHEN,91,2007,49,FALSE
TACO BELL #5649,100,2008,55,FALSE
H2OASIS WAVE POOL,100,2003,54,FALSE
"ALASKA QUALITY CARE, LLC",87,2017,16,FALSE
ALASKA CLUB FOR WOMEN - SPA,100,2002,43,FALSE
HOLIDAY INN EXPRESS,89,2004,26,FALSE
SALVATION ARMY - SERENDIPITY,100,2015,26,FALSE
MEARS MIDDLE SCHOOL,100,2009,39,FALSE
COLLEGE GATE ELEMENTARY SCHOOL,100,2008,38,FALSE
"BURGERS, WINGS & THINGS",97,2004,43,FALSE
GINGER,91,2009,58,FALSE
CROSTINI CAFE,97,2016,53,FALSE
SUSITNA ELEMENTARY SCHOOL,100,2003,41,FALSE
FAIRFIELD INN & SUITES,88,2005,28,FALSE
ANCHORAGE CORRECTIONAL COMPLEX EAST,98,2009,67,FALSE
CARRS #520 - MEAT,99,2007,24,FALSE
ST. CHRISTOPHERS CHURCH PANTRY,95,2006,14,FALSE
REILLY'S,94,2017,35,FALSE
FIREWEED CHEVRON TNI - SNACK BAR,95,2006,34,FALSE
COSTCO WHOLESALE # 63 - BAKERY,100,2015,25,FALSE
GALLO'S MEXICAN RESTAURANT-BAR,99,2004,35,FALSE
URSA MAJOR,99,2000,40,FALSE
CARRS #1802 - SALAD BAR,95,2002,29,FALSE
CHESTER PARK CORP.,93,2016,60,FALSE
VILLA PIZZA,92,2006,68,FALSE
NEW SAGAYA MIDTOWN MARKET - DELI,82,2006,87,FALSE
REGAL CINEMAS TOTEM 8,96,2016,47,FALSE
CENTRALIZED KITCHEN,97,2016,26,FALSE
HOLIDAY STATIONSTORE #637,97,2016,40,FALSE
SUBWAY OF ALASKA #7527,88,2005,53,FALSE
CARRS #1813-STARBUCKS,100,2017,8,FALSE
CAMP FIRE - SCENIC PARK,100,2005,38,FALSE
SOUPER BOWL,91,2016,59,FALSE
UNCLE JOE'S PIZZERIA #4,100,2003,40,FALSE
OUTBACK STEAKHOUSE REST.,84,2016,124,FALSE
SUBWAY OF ALASKA #4803,93,2007,53,FALSE
KIDS' CORP - MULDOON,84,2007,51,FALSE
"ARC ESPRESSO, THE",100,2015,31,FALSE
KOREAN RICE CAKE CO,84,2009,49,FALSE
DAMI,85,2008,103,FALSE
CARRS #1817 - DELI,97,2016,72,FALSE
TEMPURA EXPRESS,84,2017,40,FALSE
MOOSE'S TOOTH PUB & PIZZERIA,91,2003,60,FALSE
NORDSTROM ESPRESSO BAR,88,2004,34,FALSE
HOLIDAY STATION STORE DELI #624,96,2007,38,FALSE
GRANNY B'S CAFE,100,2003,61,FALSE
HOMESTEAD ELEMENTARY SCHOOL,100,2001,38,FALSE
WENDY'S #1,87,2008,63,FALSE
RAVENWOOD ELEMENTARY CAFETERIA,100,2004,37,FALSE
SUBWAY STORE #23885,100,2008,26,FALSE
LITTLE DIPPER INC DBA CARPENTIER'S LOUNGE BAR,92,2005,33,FALSE
NORTHERN LIGHTS ABC SCHOOL,100,2003,36,FALSE
"HILLCREST CHILDREN'S CTR., INC",93,2008,74,FALSE
ANCHORAGE MARRIOTT DOWNTOWN - POOL,100,2001,28,FALSE
POPEYES CHICKEN AND BISCUITS,85,2017,153,FALSE
UAA ALASKA AIRLINES SEAWOLF GRILL -M,94,2015,8,FALSE
SUBWAY OF ALASKA #3379,96,2002,55,FALSE
SUBWAY OF ALASKA #14372,100,2016,62,FALSE
L'AROMA SOUTHSIDE,100,2007,45,FALSE
PIZZA PLAZA,87,2015,90,FALSE
MOM & POPS GROCERY AND LIQUOR,94,2016,18,FALSE
CARRS #1805 - DELI,91,2008,86,FALSE
CARRS #1813 - GROCERY,98,2003,29,FALSE
"FALAFEL KING, THE",100,2003,61,FALSE
FAITH DAY CARE & LEARNING CENTER,97,2007,43,FALSE
TWIN DRAGON,92,2016,127,FALSE
GOLDENVIEW MIDDLE SCHOOL,100,2004,38,FALSE
KILLER BEE'S ESPRESSO,74,2003,27,FALSE
CAMP FIRE - INLET VIEW,93,2015,35,FALSE
GWENNIES RESTAURANT,96,2009,126,FALSE
F STREET STATION,93,2007,30,FALSE
MUFFIN MAN,86,2007,43,FALSE
COLLEGE GATE ELEMENTARY SCHOOL,100,2003,38,FALSE
BENIHANA RESTAURANT - BAR,94,2016,20,FALSE
VILLA PIZZA,85,2008,68,FALSE
SUBWAY OF ALASKA #23397,95,2003,52,FALSE
PHO VIETNAM #4,100,2017,23,FALSE
BOMBAY DELUXE,95,2017,120,FALSE
ESPRESSO EXPRESS,100,2015,31,FALSE
SUBWAY OF ALASKA #4802,99,2005,37,FALSE
MCDONALD'S,91,2009,646,FALSE
DING HOW RESTAURANT,87,2008,196,FALSE
CAPTAIN COOK - CROWS NEST,93,2005,28,FALSE
ASIA GARDEN,91,2007,119,FALSE
NAPOLI'S PIZZA,93,2015,77,FALSE
CARRS #2628 - GROCERY,93,2005,31,FALSE
REGAL CINEMAS TOTEM 8,89,2008,47,FALSE
REGAL CINEMAS TOTEM 8,91,2003,47,FALSE
BASKIN ROBBINS,95,2001,75,FALSE
ARCTIC ROADRUNNER #2,91,2017,36,FALSE
SUBWAY OF ALASKA #4803,89,2007,53,FALSE
DENNY'S,92,2007,111,FALSE
FIORI D'ITALIA,100,2003,39,FALSE
BOBBY'S CAFE,94,2009,55,FALSE
FRED MEYER - STARBUCKS,96,2001,82,FALSE
PEKING WOK,96,2004,271,FALSE
TIPS BAR,97,2002,27,FALSE
DRAGON RESTAURANT,74,2004,191,FALSE
GOLDEN GATE,94,2017,67,FALSE
BASKIN ROBBINS #8046,90,2006,54,FALSE
YAK & YETI HIMALAYAN RESTAURANT,84,2004,74,FALSE
ANDY'S ACE HARDWARE,96,2017,13,FALSE
CARRS #2628 - BAKERY,98,2007,29,FALSE
BAYSHORE CLUBHOUSE POOL,100,2008,31,FALSE
PETROLEUM CLUB OF ANCHORAGE,89,2007,68,FALSE
BURRITO KING,94,2001,54,FALSE
SNOW CITY CAFE,84,2008,39,FALSE
BIG BOY EXPRESS MARKET,88,2002,133,FALSE
TACO BELL #19282,92,2008,43,FALSE
BUCKAROO CLUB,97,2017,19,FALSE
MT VIEW RED APPLE GROCERY,100,2006,42,TRUE
ANCHORAGE CORRECTIONAL FACILITY WEST,98,2000,58,TRUE
CHEPO'S-BAR,88,2017,26,FALSE
CLUB PARIS BAR,95,2008,13,FALSE
LITTLE BEARS PLAYHOUSE,95,2001,32,FALSE
LUIGI'S PIZZA,84,2009,117,FALSE
SIMON & SEAFORTS,92,2000,74,FALSE
SWEET BASIL CAFE,87,2009,96,FALSE
CARRS #2628 - SALAD BAR,100,2008,30,FALSE
XALOS,93,2017,18,FALSE
"OLIVE GARDEN ITALIAN RESTAURANT, THE #4412",83,2015,37,FALSE
RONNIE SUSHI 2,80,2016,79,FALSE
HOMEWOOD SUITES ANCHORAGE -SUITE SHOP,100,2017,3,FALSE
COSTCO WAREHOUSE PIZZA KITCHEN,97,2002,44,FALSE
CARRS #2628 - SALAD BAR,94,2017,30,FALSE
VIP DBA YOUNG BIN RESTAURANT,94,2001,115,FALSE
PAPA JOHN'S PIZZA,90,2016,83,FALSE
THAI VILLAGE RESTAURANT,92,2017,85,FALSE
HOLIDAY STATIONSTORE #631 SNACKBAR,95,2004,51,FALSE
PALERMO PIZZA,89,2017,23,FALSE
DIMOND HIGH SCHOOL/P & R,100,2006,23,FALSE
"ARC ESPRESSO, THE",93,2001,31,FALSE
KINLEY'S RESTAURANT & BAR INC,98,2006,71,FALSE
"HILLCREST CHILDREN'S CTR., INC",88,2017,74,FALSE
CARL'S JR RESTAURANT,99,2015,254,FALSE
PEKING WOK,74,2009,271,FALSE
ICHIBAN RESTAURANT,90,2005,125,FALSE
DON JOSE'S MEXICAN RESTAURANT,81,2006,140,FALSE
ALPINE DINER & BAKERY,72,2009,61,FALSE
HOLIDAY STATION STORE  #620 SNACK,92,2005,29,FALSE
EAGLE RIVER ELEMENTARY SCHOOL,100,2003,35,FALSE
VILLAGE INN #1,93,2008,66,FALSE
DAWG HOUSE CAFE,92,2004,66,FALSE
EGAN CENTER SNACK BAR,90,2007,18,FALSE
ANCHORAGE MARRIOTT DOWNTOWN - BAR,89,2016,17,FALSE
RABBIT CREEK ELEMENTARY SCHOOL,100,2016,37,FALSE
POLAR BAR,87,2005,28,FALSE
COHO COFFEE COMPANY,100,2018,27,FALSE
ANCHORAGE COMMUNITY YMCA - POOL,100,2006,53,FALSE
CHEPO'S,90,2009,83,FALSE
HOLIDAY STATIONSTORE #632 SNACK,92,2017,34,FALSE
CAPTAIN COOK - THE CAFE,82,2007,54,FALSE
YES INTERNATIONAL BISTRO,83,2016,40,FALSE
PEKING WOK,86,2015,271,FALSE
JALAPENOS MEXICAN RESTAURANT,87,2008,104,FALSE
SUBWAY STORE#27668,100,2015,25,FALSE
BARTLETT HIGH SCHOOL,97,2004,59,FALSE
PIPER'S LOUNGE,90,2008,27,FALSE
JACKIE'S PLACE,87,2005,95,FALSE
12-100 COFFEE & COMMUNITIES,94,2015,11,FALSE
"AVENUE, THE",94,2015,15,FALSE
SUBWAY OF ALASKA #7526,92,2007,63,FALSE
ORGANIC OASIS HEALTH FOODS,93,2007,96,FALSE
FRED MEYER - DELI,92,2017,189,FALSE
CARL'S JR RESTAURANT,97,2007,254,FALSE
FRED MEYER - RETAIL FISH,100,2009,86,FALSE
HOLIDAY STATIONSTORE #614 SNACK,98,2009,57,FALSE
CARRS #1802 - GROCERY,92,2000,32,FALSE
"ALASKA CLUB HOT TUB, THE",100,2006,50,FALSE
CHILD'S EARLY LEARNING CENTER,100,2007,29,FALSE
FRED MEYER - RETAIL MEAT,98,2006,77,FALSE
KOBE TEPPAYAKI HOUSE,93,2004,151,FALSE
CARRS #2628 - SALAD BAR,98,2015,30,FALSE
CENTRAL MIDDLE SCHOOL,100,2002,42,FALSE
BURRITO KING,99,2004,54,FALSE
LEROY'S FAMILY RESTAURANT LLC,90,2016,48,FALSE
KINCAID ELEMENTARY,100,2018,38,FALSE
CAMP FIRE - LAKE OTIS,100,2007,25,FALSE
ANCHORAGE COMFORT INN - POOL,100,2009,40,FALSE
ROCHELLE'S ICE CREAM - S,100,2009,17,TRUE
GALLO'S MEXICAN RESTAURANT,79,2018,274,FALSE
CHILI'S GRILL + BAR,83,2015,19,FALSE
CHESTER PARK CORP.,96,2006,60,FALSE
HOLIDAY STATION STORE #629,100,2005,23,FALSE
ABBOTT LOOP SCHOOL,99,2001,36,FALSE
CENTER CAFE,91,2015,90,FALSE
HOLIDAY STATIONSTORE DELI #638,96,2018,40,FALSE
88TH ST PIZZA,97,2002,43,FALSE
LIONS DEN LOUNGE,85,2006,33,FALSE
DON JOSE'S MEXICAN REST/BAR,93,2008,30,FALSE
THAI VILLAGE RESTAURANT,92,2017,85,FALSE
THREE BEARS #100 - GROCERY,94,2016,9,FALSE
HAMBURGER HAVEN,85,2007,129,FALSE
HOLLYWEED 907,94,2018,5,FALSE
F STREET STATION,95,2003,30,FALSE
DING HOW RESTAURANT,90,2005,196,FALSE
SCOTTIE'S SUB,93,2016,10,FALSE
CAMPBELL ELEMENTARY SCHOOL,98,2005,40,FALSE
PEANUT FARM - RESTAURANT,81,2006,92,FALSE
CARRS #1813 - BAKERY,99,2016,32,FALSE
VIKING HALL,100,2003,21,FALSE
CARRS #1817 - BAKERY,97,2015,45,FALSE
BLUE LINE PUB,88,2018,45,FALSE
"ALASKA CLUB HOT TUB, THE",100,2015,50,FALSE
FRED MEYER - RETAIL FISH,93,2005,86,FALSE
CARRS #2628 - DELI,92,2006,48,FALSE
ANCH HILTON HEALTH CLUB - POOL,100,2002,31,TRUE
SERVICE HIGH SCHOOL,100,2009,42,FALSE
BASKIN ROBBINS,95,2016,75,FALSE
FIORI D'ITALIA,92,2007,39,FALSE
STRAIGHT OUT OF PHILLY ALASKA LLC,97,2007,53,FALSE
HOLIDAY STATION STORE #610,96,2016,30,FALSE
VILLAGE INN #2,86,2017,81,FALSE
BASKIN ROBBINS #8046,82,2016,54,FALSE
UNCLE JOE'S PIZZERIA #3,100,2015,38,FALSE
THAI VILLAGE RESTAURANT,89,2009,85,FALSE
WENDY'S #9,86,2001,46,FALSE
EDDIES SPORTS BAR- UPSTAIRS,99,2017,6,FALSE
INLET VIEW ELEMENTARY SCHOOL,100,2016,38,FALSE
PIZZA OLYMPIA,92,2018,69,FALSE
BARTLETT HIGH SCHOOL,98,2001,59,FALSE
DOUBLE MUSKY INN,100,2000,28,FALSE
L & L HAWAIIAN BARBECUE,86,2017,55,FALSE
MULDOON PIZZA,92,2016,63,FALSE
RED ROBIN RESTAURANT DIMOND,98,2005,61,FALSE
CHILDREN'S WORLD,100,2006,58,FALSE
EGAN CONVENTION CENTER BAR,100,2001,12,FALSE
SERVICE HIGH POOL/P & R,100,2003,31,FALSE
BONIFACE CHEVRON - SNACK BAR,100,2001,26,FALSE
ORGANIC OASIS HEALTH FOODS,99,2006,96,FALSE
TACO KING #2,100,2003,89,FALSE
NORDSTROM ESPRESSO BAR,94,2007,34,FALSE
COMFORT SUITES/KITCHEN,91,2009,37,FALSE
BOYS & GIRLS CLUB OF ALASKA - C.D.C,92,2007,45,FALSE
DOWNTOWN SHELL  A & W,86,2009,105,FALSE
NORDSTROM ESPRESSO BAR,98,2008,34,FALSE
ANCHORAGE COMMUNITY YMCA - BAYSHORE,100,2016,11,FALSE
PERK-UP ESPRESSO,86,2006,70,FALSE
GOLDEN GATE,89,2000,67,FALSE
CAMP FIRE - INLET VIEW,93,2015,35,FALSE
GALLO'S MEXICAN RESTAURANT-BAR,96,2005,35,FALSE
FIREWEED CHEVRON TNI,98,2006,22,FALSE
JITTERS,92,2016,54,FALSE
ROMANO'S BAR,96,2007,20,FALSE
KIDS' CORP - EAST,100,2005,28,FALSE
VILLAGE INN #1,92,2016,66,FALSE
SOUPER BOWL,100,2004,59,FALSE
CAPTAIN COOK - THE CUBBY,100,2015,13,FALSE
KALADI BROTHERS COFFEE (PAC),89,2005,27,FALSE
SWEET PINK PEPPER,90,2005,154,FALSE
BONIFACE CHEVRON - SNACK BAR,92,2007,26,FALSE
DING HOW RESTAURANT,87,2017,196,FALSE
HACIENDA MEXICAN REST./BAR,98,2000,22,FALSE
GINGER,100,2008,58,FALSE
DENNY'S,95,2005,111,FALSE
LITTLE ITALY - BAR,100,2015,10,FALSE
SNOW CITY CAFE,94,2008,39,FALSE
VIP DBA YOUNG BIN RESTAURANT,92,2015,115,FALSE
BEAR MOUNTAIN GRILL,88,2017,81,FALSE
MOCHA MOTION,89,2008,18,FALSE
SICILY'S PIZZA,85,2016,323,FALSE
SWEET BASIL CAFE,87,2009,96,FALSE
SUBWAY OF ALASKA #14372,98,2000,62,FALSE
H2OASIS INDOOR WATERPARK - SPLASH,100,2015,60,FALSE
CARRS #1813 - SALAD BAR,82,2009,52,FALSE
WENDLER MIDDLE SCHOOL,100,2000,43,FALSE
WENDY'S #5,98,2018,44,FALSE
PROVIDENCE TRANSITIONAL CARE CENTER (PTCC),100,2017,7,FALSE
I.H.O.P.,92,2008,208,FALSE
CAPONE'S PIZZA,86,2008,61,FALSE
MCDONALD'S,90,2006,646,FALSE
SOUTH CENTRAL EMPLOYEE FAMILY CENTE,98,2017,32,FALSE
"NEW CENTRAL MARKET PROCESSING, THE",83,2004,98,FALSE
ANCHORAGE CORRECTIONAL COMPLEX EAST,88,2009,67,FALSE
ANCHORAGE CHRISTIAN PRESCHOOL,87,2006,48,FALSE
FIORI D'ITALIA,100,2015,39,FALSE
RIZEN GRIND,96,2017,8,FALSE
BRIGHT BEGINNINGS EARLY LEARNING,85,2007,134,FALSE
BASKIN ROBBINS,90,2004,75,FALSE
FIORI D'ITALIA,94,2004,39,FALSE
CARRS #1812 - SALAD BAR,100,2015,36,FALSE
GLADYS WOOD SCHOOL,100,2007,38,FALSE
JIMMY SUSHI,93,2016,43,FALSE
CARRS #2628 - RETAIL MEAT,100,2003,19,FALSE
SULLIVAN ARENA - SOUTH MAIN,97,2015,30,FALSE
GOLDEN CORRAL,87,2008,114,FALSE
"ALASKA CLUB (SPA-MEN'S),THE SUMMIT",100,2007,30,FALSE
"FALAFEL KING, THE",86,2008,61,FALSE
FRED MEYER - RETAIL FISH,100,2001,86,FALSE
CARRS #1813 - DELI,100,2006,68,FALSE
"THE CENTER, INC",100,2017,2,FALSE
CHINA LIGHTS ORIENTAL CUISINE LLC,82,2009,178,FALSE
LAKE HOOD ELEMENTARY,100,2018,36,FALSE
BRIGHT BEGINNINGS EARLY LEARNING,84,2005,134,FALSE
ICHIBAN RESTAURANT,82,2007,125,FALSE
PTARMIGAN ELEMENTARY SCHOOL,100,2007,39,FALSE
TACO PALACE,84,2018,24,FALSE
JALAPENOS MEXICAN RESTAURANT,98,2016,104,FALSE
SIS'S DELI & ESPRESSO BAR,99,2009,47,FALSE
RUSSIAN JACK ELEMENTARY SCHOOL,100,2005,38,FALSE
CARRS #1802 - DELI,93,2008,56,FALSE
I LOVE BERRY,100,2015,30,FALSE
OUTBACK STEAKHOUSE - BAR,92,2016,36,FALSE
"ARC ESPRESSO, THE",100,2017,31,FALSE
SNOW CITY CAFE,95,2007,39,FALSE
JEWEL LAKE TASTEE FREEZ,98,2003,65,FALSE
HUMPY'S GREAT ALASKAN ALEHOUSE,90,2009,78,FALSE
ORGANIC OASIS HEALTH FOODS,98,2007,96,FALSE
HUFFMAN SCHOOL,100,2005,37,FALSE
O'BRADY'S BURGERS #2,94,2018,58,FALSE
BUSH COMPANY #2,94,2007,32,FALSE
KIDS' CORP - EAST,100,2016,28,FALSE
LAKE OTIS ELEMENTARY SCHOOL,100,2015,38,FALSE
BENSON SECONDARY SCHOOL,95,2001,43,FALSE
YES INTERNATIONAL BISTRO,100,2015,40,FALSE
CAMP FIRE - SPRING HILL,100,2017,28,FALSE
FAIRFIELD INN & SUITES - HOT TUB,100,2007,28,FALSE
MULDOON ELEMENTARY SCHOOL,100,2004,40,FALSE
GOLDENVIEW MIDDLE SCHOOL,100,2005,38,FALSE
JITTERS,91,2007,54,FALSE
TACO GRANDE #1,92,2007,32,FALSE
CHAIR 5,97,2002,72,FALSE
CARRS #1805 - SALAD BAR,100,2008,40,FALSE
HARD ROCK CAFE - BAR 2 UPSTAIRS,100,2015,6,FALSE
GRANNY B'S CAFE,93,2006,61,FALSE
COOK INLET NATIVE HEAD START,95,2015,21,FALSE
CARRS #1802 - DELI,91,2007,56,FALSE
SUSITNA ELEMENTARY SCHOOL,100,2001,41,FALSE
"ALASKA CLUB (SPA-WOMEN'S), THE SUMM",100,2018,25,FALSE
WILLIWAW - KITCHEN,93,2016,7,FALSE
CORDOVA CENTER,100,2016,26,FALSE
DRAGON RESTAURANT,85,2016,191,FALSE
WALGREENS,100,2018,42,FALSE
HOLIDAY STATIONSTORE SNACK #610,100,2000,38,FALSE
EGAN CONVENTION CENTER,100,2001,17,FALSE
VFW POST 9785,93,2004,50,FALSE
KENNY'S KITCHEN,77,2015,78,FALSE
DIMOND HIGH SCHOOL,100,2009,34,FALSE
AFC SUSHI #11 @ FRED MEYER,93,2001,29,FALSE
CARRS #1805 - BAKERY,97,2016,29,FALSE
ROMANO'S BAR,97,2016,20,FALSE
FRED MEYER  DELI #668,95,2005,52,FALSE
PEANUT FARM - RESTAURANT,83,2006,92,FALSE
EAGLE RIVER CHEVRON-GROCERY,100,2019,14,FALSE
CARRS #1812 - GROCERY,100,2008,22,FALSE
GUIDOS PIZZA #2,95,2015,50,FALSE
HOLIDAY STATIONSTORE #628 SNACKBAR,92,2004,57,FALSE
SIS'S DELI & ESPRESSO BAR,85,2006,47,FALSE
KNIK LITTLE LEAGUE - S,98,2017,13,FALSE
PANCHO'S VILLA,98,2001,62,FALSE
ORIENTAL SHOPPING CENTER -GROCERY,90,2017,21,FALSE
CARL'S JR RESTAURANT,91,2008,254,FALSE
HACIENDA MEXICAN RESTAURANT,100,2006,62,FALSE
TACO BELL #5649,92,2008,55,FALSE
H2OASIS ALASKA TUB,100,2007,58,FALSE
BIG BOY EXPRESS MARKET,82,2004,133,FALSE
WESTMARK - SOLSTICE CAFE,77,2001,47,FALSE
"MOOSE SHACK COFFEE, THE",100,2015,11,FALSE
MCDONALD'S,100,2015,646,FALSE
BURGER CACHE 1,90,2016,45,FALSE
CHINA LIGHTS ORIENTAL CUISINE LLC,82,2009,178,FALSE
PLAYER'S CHOICE BINGO,92,2016,36,FALSE
BPX EXPLORATION CAFE,93,2008,43,FALSE
PICCOLINO'S RESTAURANTS INC,85,2016,42,FALSE
PEKING WOK,77,2006,271,FALSE
PEKING WOK,98,2005,271,FALSE
JACKIE'S PLACE,91,2004,95,FALSE
TWIN DRAGON,92,2015,127,FALSE
SOUTHSIDE BISTRO,90,2006,59,FALSE
BRIGHT BEGINNINGS EARLY LEARNING,93,2008,134,FALSE
DRAGON RESTAURANT,79,2004,191,FALSE
MCLAUGHLIN YOUTH CENTER,95,2003,35,FALSE
BUTCHER BLOCK,94,2017,16,FALSE
KINLEY'S RESTAURANT & BAR INC,91,2018,71,FALSE
ANCHORAGE RESCUE MISSION,94,2005,59,FALSE
NEW ASIA RESTAURANT,94,2017,32,FALSE
JEWEL LAKE TASTEE FREEZ,96,2007,65,FALSE
EAGLE RIVER HIGH SCHOOL,100,2015,32,FALSE
GRANNY B'S CAFE,93,2004,61,FALSE
CARRS #1805 - FUEL FACILITY,95,2017,8,FALSE
HOLIDAY STATION STORE #601 SNACK,97,2017,52,FALSE
NEW SAGAYA MIDTOWN - GROCERY,98,2007,29,FALSE
LA MEX DIMOND - BAR,96,2018,30,FALSE
CENTER CAFE,88,2008,90,FALSE
JASMINE THAI LLC,85,2016,16,FALSE
DING HOW RESTAURANT,96,2016,196,FALSE
"BURGERS, WINGS & THINGS",89,2002,43,FALSE
UNCLE JOE'S PIZZERIA #3,100,2004,38,FALSE
FUKUMARU TERIYAKI,90,2017,43,FALSE
DENNY'S,92,2006,111,FALSE
GUIDOS PIZZA #2,94,2016,50,FALSE
HYATT HOUSE - GRAB & GO,100,2017,2,FALSE
SWEET PINK PEPPER,85,2009,154,FALSE
PEKING WOK,89,2006,271,FALSE
TUDOR ELEMENTARY SCHOOL,100,2007,39,FALSE
NORTHERN LIGHTS ESPRESSO CAFE,91,2016,27,FALSE
ALASKA ZOO,78,2009,31,FALSE
BERNIE'S BUNGALOW LOUNGE,88,2004,48,FALSE
CHINOOK ELEMENTARY SCHOOL,100,2017,40,FALSE
NEW SAGAYA'S MIDTOWN MARKET - FISH,89,2005,30,FALSE
JEWEL LAKE TASTEE FREEZ,94,2006,65,FALSE
PHO VIETNAM #3,93,2016,17,FALSE
PHO & THAI CUISINE,77,2016,49,FALSE
PROVIDENCE REGION BLDG COFFEE KIOSK,100,2008,17,FALSE
RONNIE SUSHI 2,80,2016,79,FALSE
CARRS #1817 - RETAIL FISH,94,2008,21,FALSE
CHUGIAK EAGLE RIVER SENIOR CENTER - AL,96,2017,30,FALSE
ANCHORAGE COMFORT INN - POOL,100,2002,40,FALSE
LUIGI'S PIZZA,81,2006,117,FALSE
CLITHEROE REHAB CENTER,99,2002,55,FALSE
WILLOW CREST ELEMENTARY SCHOOL,100,2005,37,FALSE
RAY'S PLACE LLC,90,2009,109,FALSE
SUITE 100 RESTAURANT,94,2017,52,FALSE
SUITE 100 BAR,99,2017,17,FALSE
ORGANIC OASIS HEALTH FOODS,100,2001,96,FALSE
CHUCK E CHEESE PIZZA,89,2005,91,FALSE
UAA - CREEKSIDE COMMONS,94,2002,63,FALSE
CARRS #1805 - DELI,92,2007,86,FALSE
TWIN DRAGON,77,2005,127,FALSE
GOLDENVIEW MIDDLE SCHOOL,100,2006,38,FALSE
PEKING WOK,89,2006,271,FALSE
MCDONALD'S,100,2009,646,FALSE
KENNY'S KITCHEN,87,2016,78,FALSE
PERSONALIZED ASSISTED LIVING II,100,2015,17,FALSE
BIG BOY EXPRESS MARKET,96,2015,133,FALSE
NEW PHO SAIGON RESTAURANT,98,2015,112,FALSE
HEAVENLY CUP - NEW BLDG,96,2017,32,FALSE
CARRS #1807 - GROCERY,100,2000,36,FALSE
LAKE OTIS ELEMENTARY SCHOOL,100,2017,38,FALSE
TIKAHTNU COMMONS STADIUM 16,92,2015,35,FALSE
CARRS #1812 - ORIENT EXPRESS,94,2009,34,FALSE
NORTHWOOD SCHOOL,100,2015,38,FALSE
BENIHANA RESTAURANT,85,2016,83,FALSE
HUMPY'S GREAT ALASKAN ALEHOUSE,92,2008,78,FALSE
CARRS #1805 - GROCERY,99,2016,42,FALSE
CARRS #1813 - SALAD BAR,82,2009,52,FALSE
JALAPENOS MEXICAN RESTAURANT,89,2017,104,FALSE
YES INTERNATIONAL BISTRO,100,2015,40,FALSE
MILLENIUM HOTEL - FLYING MACHINE,91,2008,123,FALSE
ANCHORAGE MARRIOTT DOWNTOWN,84,2006,43,FALSE
NEW ASIA RESTAURANT,94,2017,32,FALSE
AMORE PIZZA,96,2002,45,FALSE
GINGER,90,2008,58,FALSE
BAYSHORE CLUBHOUSE - SPA,100,2006,35,FALSE
CROSSROADS ASSISTED LIVING,92,2017,11,FALSE
RUSSIAN JACK ELEMENTARY SCHOOL,98,2002,38,FALSE
TESORO NORTHSTORE #80 - SNACK BAR,95,2019,9,FALSE
INLET VIEW ELEMENTARY SCHOOL,100,2008,38,FALSE
EAGLE RIVER CHEVRON-GROCERY,98,2016,14,FALSE
ORIENTAL GARDEN,96,2017,23,FALSE
CARRS #1817 - STARBUCK'S SNACK BAR,99,2017,22,FALSE
CHEPO'S-BAR,88,2017,26,FALSE
CAPTAIN COOK - CROWS NEST BAR,100,2004,17,FALSE
WENDY'S #5,97,2006,44,FALSE
CAMPOBELLO BISTRO,99,2007,60,FALSE
HULA HANDS RESTAURANT,88,2001,181,FALSE
FRED MEYER  DELI #668,99,2004,52,FALSE
KRINERS DINER,83,2016,53,FALSE
